country,year,consum,iso3c
Algeria,1989,139875.6848,DZA
Algeria,1990,128323.066,DZA
Algeria,1991,127636.8589,DZA
Algeria,1992,134108.1731,DZA
Algeria,1993,123543.984,DZA
Algeria,1994,129113.0107,DZA
Algeria,1995,143343.4029,DZA
Algeria,1996,133500.6944,DZA
Algeria,1997,123226.778,DZA
Algeria,1998,139457.2526,DZA
Algeria,1999,159433.2422,DZA
Algeria,2000,135887.2407,DZA
Algeria,2001,145627.6803,DZA
Algeria,2002,161753.1633,DZA
Algeria,2003,180490.1323,DZA
Algeria,2004,186445.833,DZA
Algeria,2005,186341.2277,DZA
Algeria,2006,210748.1919,DZA
Algeria,2007,209376.1475,DZA
Algeria,2008,251778.0423,DZA
Algeria,2009,274605.8972,DZA
Algeria,2010,242652.4069,DZA
Angola,1980,24005.81093,AGO
Angola,1981,24506.64913,AGO
Angola,1982,23864.01837,AGO
Angola,1983,23162.27486,AGO
Angola,1984,24217.85956,AGO
Angola,1985,24650.39547,AGO
Angola,1986,22565.473,AGO
Angola,1987,22840.21123,AGO
Angola,1988,30202.11257,AGO
Angola,1989,31091.13605,AGO
Angola,1990,25088.60768,AGO
Angola,1991,25250.44643,AGO
Angola,1992,27075.99445,AGO
Angola,1993,22467.30369,AGO
Angola,1994,23814.76191,AGO
Angola,1995,33270.69415,AGO
Angola,1996,33915.37967,AGO
Angola,1997,29814.11333,AGO
Angola,1998,37723.18936,AGO
Angola,1999,40425.21378,AGO
Angola,2000,41293.50091,AGO
Angola,2001,50681.24497,AGO
Angola,2002,51459.99973,AGO
Angola,2003,56494.12313,AGO
Angola,2004,59336.14481,AGO
Angola,2005,69972.53357,AGO
Angola,2006,76080.18485,AGO
Angola,2007,85217.15191,AGO
Angola,2008,88768.07516,AGO
Angola,2009,97056.85727,AGO
Angola,2010,137349.694,AGO
Antigua and Barbuda,1980,389.8482137,ATG
Antigua and Barbuda,1981,486.2942563,ATG
Antigua and Barbuda,1982,403.7785072,ATG
Antigua and Barbuda,1983,404.5728459,ATG
Antigua and Barbuda,1984,414.853795,ATG
Antigua and Barbuda,1985,438.2203162,ATG
Antigua and Barbuda,1986,453.5884829,ATG
Antigua and Barbuda,1987,468.5969785,ATG
Antigua and Barbuda,1988,486.6606218,ATG
Antigua and Barbuda,1989,490.3930971,ATG
Antigua and Barbuda,1990,496.5001912,ATG
Antigua and Barbuda,1991,505.9366929,ATG
Antigua and Barbuda,1992,513.2541274,ATG
Antigua and Barbuda,1993,533.8123153,ATG
Antigua and Barbuda,1994,557.8331982,ATG
Antigua and Barbuda,1995,541.3224162,ATG
Antigua and Barbuda,1996,563.9052021,ATG
Antigua and Barbuda,1997,972.27273,ATG
Antigua and Barbuda,1998,990.7937479,ATG
Antigua and Barbuda,1999,1014.743359,ATG
Antigua and Barbuda,2000,1029.408862,ATG
Antigua and Barbuda,2001,993.9037653,ATG
Antigua and Barbuda,2002,980.7450574,ATG
Antigua and Barbuda,2003,979.2939677,ATG
Antigua and Barbuda,2004,883.3684824,ATG
Antigua and Barbuda,2005,944.2027191,ATG
Antigua and Barbuda,2006,994.1883079,ATG
Antigua and Barbuda,2007,1034.263919,ATG
Antigua and Barbuda,2008,1045.029199,ATG
Antigua and Barbuda,2009,1584.054087,ATG
Antigua and Barbuda,2010,829.8033185,ATG
Argentina,1980,438581.4127,ARG
Argentina,1981,430649.8646,ARG
Argentina,1982,418749.9611,ARG
Argentina,1983,412427.0415,ARG
Argentina,1984,417518.6642,ARG
Argentina,1985,396136.8542,ARG
Argentina,1986,408569.1339,ARG
Argentina,1987,413276.8432,ARG
Argentina,1988,417815.7986,ARG
Argentina,1989,395450.578,ARG
Argentina,1990,384929.5053,ARG
Argentina,1991,401162.3625,ARG
Argentina,1992,417228.6277,ARG
Argentina,1993,418524.6337,ARG
Argentina,1994,433511.5151,ARG
Argentina,1995,423424.4961,ARG
Argentina,1996,425951.7217,ARG
Argentina,1997,452749.8668,ARG
Argentina,1998,484633.8005,ARG
Argentina,1999,499442.3048,ARG
Argentina,2000,473950.1448,ARG
Argentina,2001,469323.3732,ARG
Argentina,2002,456868.8495,ARG
Argentina,2003,500523.5209,ARG
Argentina,2004,522196.4441,ARG
Argentina,2005,542588.7247,ARG
Argentina,2006,571392.5371,ARG
Argentina,2007,598443.7089,ARG
Argentina,2008,594229.537,ARG
Argentina,2009,556826.552,ARG
Argentina,2010,579225.7434,ARG
Armenia,1980,0,ARM
Armenia,1981,0,ARM
Armenia,1982,0,ARM
Armenia,1983,0,ARM
Armenia,1984,0,ARM
Armenia,1985,0,ARM
Armenia,1986,0,ARM
Armenia,1987,0,ARM
Armenia,1988,0,ARM
Armenia,1989,0,ARM
Armenia,1990,0,ARM
Armenia,1991,0,ARM
Armenia,1992,11683.83307,ARM
Armenia,1993,8415.860008,ARM
Armenia,1994,7654.103637,ARM
Armenia,1995,10749.7497,ARM
Armenia,1996,12288.40907,ARM
Armenia,1997,11437.02572,ARM
Armenia,1998,13735.77126,ARM
Armenia,1999,13633.99856,ARM
Armenia,2000,13859.87258,ARM
Armenia,2001,14833.76584,ARM
Armenia,2002,15614.8276,ARM
Armenia,2003,15636.73453,ARM
Armenia,2004,16558.03531,ARM
Armenia,2005,17212.49235,ARM
Armenia,2006,19510.54087,ARM
Armenia,2007,20473.24997,ARM
Armenia,2008,23639.6679,ARM
Armenia,2009,22259.67367,ARM
Armenia,2010,23023.10095,ARM
Australia,1980,591329.8347,AUS
Australia,1981,601832.2766,AUS
Australia,1982,596829.4399,AUS
Australia,1983,588892.4086,AUS
Australia,1984,595507.7023,AUS
Australia,1985,597376.101,AUS
Australia,1986,628100.6245,AUS
Australia,1987,660405.9518,AUS
Australia,1988,668059.915,AUS
Australia,1989,744274.2568,AUS
Australia,1990,785200.867,AUS
Australia,1991,757120.8155,AUS
Australia,1992,778226.4588,AUS
Australia,1993,793898.8826,AUS
Australia,1994,777020.0425,AUS
Australia,1995,822922.4907,AUS
Australia,1996,892102.0307,AUS
Australia,1997,892755.8,AUS
Australia,1998,947206.271,AUS
Australia,1999,943082.9571,AUS
Australia,2000,972505.2721,AUS
Australia,2001,988607.759,AUS
Australia,2002,955783.7446,AUS
Australia,2003,1006730.978,AUS
Australia,2004,983356.3248,AUS
Australia,2005,1033120.596,AUS
Australia,2006,982871.2642,AUS
Australia,2007,1009873.536,AUS
Australia,2008,1006431.546,AUS
Australia,2009,984954.7019,AUS
Australia,2010,978015.7686,AUS
Austria,1980,170904.555,AUT
Austria,1981,167066.4253,AUT
Austria,1982,162202.8729,AUT
Austria,1983,156519.6765,AUT
Austria,1984,164193.187,AUT
Austria,1985,160420.0887,AUT
Austria,1986,160995.5308,AUT
Austria,1987,162272.8159,AUT
Austria,1988,164959.1765,AUT
Austria,1989,171553.3549,AUT
Austria,1990,174506.6098,AUT
Austria,1991,175797.8488,AUT
Austria,1992,184217.8247,AUT
Austria,1993,179244.8672,AUT
Austria,1994,175527.4538,AUT
Austria,1995,178887.0598,AUT
Austria,1996,183207.0473,AUT
Austria,1997,180567.5837,AUT
Austria,1998,173884.724,AUT
Austria,1999,175634.8503,AUT
Austria,2000,174232.2591,AUT
Austria,2001,169809.3037,AUT
Austria,2002,183475.3405,AUT
Austria,2003,184690.1807,AUT
Austria,2004,189443.7381,AUT
Austria,2005,196115.4364,AUT
Austria,2006,202294.5821,AUT
Austria,2007,205388.6806,AUT
Austria,2008,189822.5964,AUT
Austria,2009,179675.6078,AUT
Austria,2010,180802.6589,AUT
Azerbaijan,1980,0,AZE
Azerbaijan,1981,0,AZE
Azerbaijan,1982,0,AZE
Azerbaijan,1983,0,AZE
Azerbaijan,1984,0,AZE
Azerbaijan,1985,0,AZE
Azerbaijan,1986,0,AZE
Azerbaijan,1987,0,AZE
Azerbaijan,1988,0,AZE
Azerbaijan,1989,0,AZE
Azerbaijan,1990,0,AZE
Azerbaijan,1991,0,AZE
Azerbaijan,1992,37504.1066,AZE
Azerbaijan,1993,33513.98281,AZE
Azerbaijan,1994,29209.95194,AZE
Azerbaijan,1995,25906.03529,AZE
Azerbaijan,1996,25958.56471,AZE
Azerbaijan,1997,26565.04147,AZE
Azerbaijan,1998,28766.31792,AZE
Azerbaijan,1999,29553.11826,AZE
Azerbaijan,2000,30564.68241,AZE
Azerbaijan,2001,31191.51975,AZE
Azerbaijan,2002,37018.39139,AZE
Azerbaijan,2003,42444.56146,AZE
Azerbaijan,2004,50605.26799,AZE
Azerbaijan,2005,65120.61179,AZE
Azerbaijan,2006,75976.08806,AZE
Azerbaijan,2007,92193.57492,AZE
Azerbaijan,2008,31767.89508,AZE
Azerbaijan,2009,82352.00164,AZE
Azerbaijan,2010,77344.94285,AZE
Bahamas,1980,25830.14931,BHS
Bahamas,1981,4606.936104,BHS
Bahamas,1982,6829.367767,BHS
Bahamas,1983,2515.08994,BHS
Bahamas,1984,3927.120693,BHS
Bahamas,1985,925.4977791,BHS
Bahamas,1986,-5424.329768,BHS
Bahamas,1987,2015.619355,BHS
Bahamas,1988,-5195.708329,BHS
Bahamas,1989,-1072.158064,BHS
Bahamas,1990,-326.5132886,BHS
Bahamas,1991,391.8880579,BHS
Bahamas,1992,639.6342041,BHS
Bahamas,1993,1280.026168,BHS
Bahamas,1994,1928.605434,BHS
Bahamas,1995,2609.9421,BHS
Bahamas,1996,3253.428057,BHS
Bahamas,1997,3903.173872,BHS
Bahamas,1998,4166.482597,BHS
Bahamas,1999,6182.694355,BHS
Bahamas,2000,4969.292016,BHS
Bahamas,2001,8719.833347,BHS
Bahamas,2002,6353.649546,BHS
Bahamas,2003,5973.324555,BHS
Bahamas,2004,5467.470816,BHS
Bahamas,2005,4918.792961,BHS
Bahamas,2006,5073.37395,BHS
Bahamas,2007,1054.581775,BHS
Bahamas,2008,771.9826306,BHS
Bahamas,2009,1966.792292,BHS
Bahamas,2010,2872.647601,BHS
Bahrain,1980,16065.72964,BHR
Bahrain,1981,17171.6599,BHR
Bahrain,1982,16507.22232,BHR
Bahrain,1983,15783.05069,BHR
Bahrain,1984,17230.16894,BHR
Bahrain,1985,16569.81329,BHR
Bahrain,1986,20680.00096,BHR
Bahrain,1987,18173.10052,BHR
Bahrain,1988,18878.80572,BHR
Bahrain,1989,19345.65743,BHR
Bahrain,1990,20028.14394,BHR
Bahrain,1991,19445.42451,BHR
Bahrain,1992,20852.91273,BHR
Bahrain,1993,22215.23143,BHR
Bahrain,1994,21539.33757,BHR
Bahrain,1995,26969.55772,BHR
Bahrain,1996,21804.9798,BHR
Bahrain,1997,20607.10283,BHR
Bahrain,1998,19202.70755,BHR
Bahrain,1999,17353.18187,BHR
Bahrain,2000,20977.65996,BHR
Bahrain,2001,18098.74725,BHR
Bahrain,2002,18713.69863,BHR
Bahrain,2003,18832.2764,BHR
Bahrain,2004,19326.90625,BHR
Bahrain,2005,29318.87701,BHR
Bahrain,2006,28525.27433,BHR
Bahrain,2007,27951.00935,BHR
Bahrain,2008,29961.32048,BHR
Bahrain,2009,40941.99906,BHR
Bahrain,2010,31376.28991,BHR
Bangladesh,1980,132645.1746,BGD
Bangladesh,1981,131062.1889,BGD
Bangladesh,1982,134562.6122,BGD
Bangladesh,1983,137686.3693,BGD
Bangladesh,1984,139942.5783,BGD
Bangladesh,1985,146525.3724,BGD
Bangladesh,1986,144456.492,BGD
Bangladesh,1987,147300.5505,BGD
Bangladesh,1988,151453.579,BGD
Bangladesh,1989,154562.425,BGD
Bangladesh,1990,157805.6131,BGD
Bangladesh,1991,159540.9748,BGD
Bangladesh,1992,162900.4934,BGD
Bangladesh,1993,167095.3742,BGD
Bangladesh,1994,174879.0207,BGD
Bangladesh,1995,184641.6058,BGD
Bangladesh,1996,181829.3782,BGD
Bangladesh,1997,191231.7509,BGD
Bangladesh,1998,217414.8363,BGD
Bangladesh,1999,219984.5964,BGD
Bangladesh,2000,226493.5657,BGD
Bangladesh,2001,237292.0378,BGD
Bangladesh,2002,241512.6853,BGD
Bangladesh,2003,240617.7088,BGD
Bangladesh,2004,246289.1127,BGD
Bangladesh,2005,279300.9468,BGD
Bangladesh,2006,292617.5662,BGD
Bangladesh,2007,291876.5453,BGD
Bangladesh,2008,281923.4004,BGD
Bangladesh,2009,306645.3544,BGD
Bangladesh,2010,328460.3456,BGD
Barbados,1980,3031.37868,BRB
Barbados,1981,2830.274849,BRB
Barbados,1982,2702.474354,BRB
Barbados,1983,2507.130311,BRB
Barbados,1984,3549.587036,BRB
Barbados,1985,3437.834208,BRB
Barbados,1986,3189.469951,BRB
Barbados,1987,3036.095414,BRB
Barbados,1988,3405.90835,BRB
Barbados,1989,3433.317885,BRB
Barbados,1990,3846.376973,BRB
Barbados,1991,3234.86633,BRB
Barbados,1992,3367.965221,BRB
Barbados,1993,2526.862261,BRB
Barbados,1994,2577.840481,BRB
Barbados,1995,2516.823532,BRB
Barbados,1996,3303.569127,BRB
Barbados,1997,3246.857785,BRB
Barbados,1998,3458.79456,BRB
Barbados,1999,3563.40166,BRB
Barbados,2000,2971.744016,BRB
Barbados,2001,2642.848765,BRB
Barbados,2002,2431.394415,BRB
Barbados,2003,2525.63131,BRB
Barbados,2004,2462.046245,BRB
Barbados,2005,4062.919226,BRB
Barbados,2006,4163.812444,BRB
Barbados,2007,2308.982359,BRB
Barbados,2008,3982.829376,BRB
Barbados,2009,3471.836514,BRB
Barbados,2010,1664.160719,BRB
Belarus,1980,0,BLR
Belarus,1981,0,BLR
Belarus,1982,0,BLR
Belarus,1983,0,BLR
Belarus,1984,0,BLR
Belarus,1985,0,BLR
Belarus,1986,0,BLR
Belarus,1987,0,BLR
Belarus,1988,0,BLR
Belarus,1989,0,BLR
Belarus,1990,44989,BLR
Belarus,1991,39671,BLR
Belarus,1992,114532.0155,BLR
Belarus,1993,102301.9833,BLR
Belarus,1994,88622.39964,BLR
Belarus,1995,96147.32745,BLR
Belarus,1996,94699.5829,BLR
Belarus,1997,107721.2748,BLR
Belarus,1998,101009.8575,BLR
Belarus,1999,99147.77236,BLR
Belarus,2000,92775.00119,BLR
Belarus,2001,80246.6674,BLR
Belarus,2002,80014.71503,BLR
Belarus,2003,97862.70764,BLR
Belarus,2004,94162.62895,BLR
Belarus,2005,95971.629,BLR
Belarus,2006,108935.1081,BLR
Belarus,2007,114281.6269,BLR
Belarus,2008,129160.1668,BLR
Belarus,2009,121803.7494,BLR
Belarus,2010,131704.4883,BLR
Belgium,1980,153192.3335,BEL
Belgium,1981,143527.3557,BEL
Belgium,1982,137695.5803,BEL
Belgium,1983,117355.7307,BEL
Belgium,1984,128326.9385,BEL
Belgium,1985,129654.5082,BEL
Belgium,1986,131686.5503,BEL
Belgium,1987,135067.9622,BEL
Belgium,1988,146585.0712,BEL
Belgium,1989,147473.0034,BEL
Belgium,1990,157103.9414,BEL
Belgium,1991,156738.2491,BEL
Belgium,1992,159938.7838,BEL
Belgium,1993,148530.9383,BEL
Belgium,1994,158910.7853,BEL
Belgium,1995,154920.6115,BEL
Belgium,1996,160763.3171,BEL
Belgium,1997,154112.2947,BEL
Belgium,1998,162470.4808,BEL
Belgium,1999,166381.2701,BEL
Belgium,2000,162283.8982,BEL
Belgium,2001,160222.164,BEL
Belgium,2002,164001.9036,BEL
Belgium,2003,156360.4153,BEL
Belgium,2004,161696.2448,BEL
Belgium,2005,166158.4308,BEL
Belgium,2006,171080.4028,BEL
Belgium,2007,162212.8972,BEL
Belgium,2008,160401.1219,BEL
Belgium,2009,182269.2052,BEL
Belgium,2010,186901.2904,BEL
Belize,1980,2443.031758,BLZ
Belize,1981,2568.724542,BLZ
Belize,1982,2702.469229,BLZ
Belize,1983,2891.79652,BLZ
Belize,1984,2753.570736,BLZ
Belize,1985,2677.861868,BLZ
Belize,1986,2312.441041,BLZ
Belize,1987,2297.983064,BLZ
Belize,1988,2306.785076,BLZ
Belize,1989,2694.118988,BLZ
Belize,1990,2996.126876,BLZ
Belize,1991,3025.269643,BLZ
Belize,1992,3217.543967,BLZ
Belize,1993,3295.914256,BLZ
Belize,1994,3341.629319,BLZ
Belize,1995,3081.131994,BLZ
Belize,1996,3387.908536,BLZ
Belize,1997,3335.76808,BLZ
Belize,1998,3455.631938,BLZ
Belize,1999,3634.377041,BLZ
Belize,2000,3813.441628,BLZ
Belize,2001,4272.637925,BLZ
Belize,2002,4111.792969,BLZ
Belize,2003,3732.484514,BLZ
Belize,2004,4003.061211,BLZ
Belize,2005,3819.481621,BLZ
Belize,2006,4387.270219,BLZ
Belize,2007,4551.142413,BLZ
Belize,2008,4608.046829,BLZ
Belize,2009,4343.758108,BLZ
Belize,2010,4741.006142,BLZ
Benin,1980,13215.25139,BEN
Benin,1981,13673.63072,BEN
Benin,1982,14120.68276,BEN
Benin,1983,14121.34104,BEN
Benin,1984,15057.59928,BEN
Benin,1985,15511.10642,BEN
Benin,1986,15120.54882,BEN
Benin,1987,14689.8195,BEN
Benin,1988,14747.87652,BEN
Benin,1989,15038.73769,BEN
Benin,1990,16221.3772,BEN
Benin,1991,16806.10368,BEN
Benin,1992,18900.15381,BEN
Benin,1993,19765.80502,BEN
Benin,1994,19782.56602,BEN
Benin,1995,22326.44205,BEN
Benin,1996,21365.80125,BEN
Benin,1997,23344.49148,BEN
Benin,1998,21973.95146,BEN
Benin,1999,23283.19835,BEN
Benin,2000,25349.88934,BEN
Benin,2001,27420.57911,BEN
Benin,2002,26405.02172,BEN
Benin,2003,27720.59297,BEN
Benin,2004,26542.11081,BEN
Benin,2005,27135.83247,BEN
Benin,2006,36905.80429,BEN
Benin,2007,39501.09241,BEN
Benin,2008,39562.33851,BEN
Benin,2009,40900.25959,BEN
Benin,2010,40251.00451,BEN
Bermuda,1980,871.3695392,BMU
Bermuda,1981,1061.783382,BMU
Bermuda,1982,1300.56794,BMU
Bermuda,1983,1609.479109,BMU
Bermuda,1984,1846.087469,BMU
Bermuda,1985,1806.896791,BMU
Bermuda,1986,1785.022056,BMU
Bermuda,1987,1773.319474,BMU
Bermuda,1988,1752.630869,BMU
Bermuda,1989,1601.940123,BMU
Bermuda,1990,1440.233246,BMU
Bermuda,1991,1406.842876,BMU
Bermuda,1992,1382.890966,BMU
Bermuda,1993,1636.7921,BMU
Bermuda,1994,1515.877499,BMU
Bermuda,1995,1155.310979,BMU
Bermuda,1996,1209.770541,BMU
Bermuda,1997,1217.080762,BMU
Bermuda,1998,1243.719285,BMU
Bermuda,1999,1260.775428,BMU
Bermuda,2000,1277.368534,BMU
Bermuda,2001,1294.775499,BMU
Bermuda,2002,1320.949813,BMU
Bermuda,2003,1338.021258,BMU
Bermuda,2004,1354.737442,BMU
Bermuda,2005,1371.125797,BMU
Bermuda,2006,1013.583205,BMU
Bermuda,2007,1064.026328,BMU
Bermuda,2008,1460.352125,BMU
Bermuda,2009,1089.77633,BMU
Bermuda,2010,1027.383072,BMU
Bhutan,1980,4247.934996,BTN
Bhutan,1981,4280.3269,BTN
Bhutan,1982,4380.057501,BTN
Bhutan,1983,4458.143845,BTN
Bhutan,1984,4594.218123,BTN
Bhutan,1985,4620.309654,BTN
Bhutan,1986,4653.38127,BTN
Bhutan,1987,4821.545963,BTN
Bhutan,1988,4801.666316,BTN
Bhutan,1989,4820.759849,BTN
Bhutan,1990,4630.006627,BTN
Bhutan,1991,4770.927606,BTN
Bhutan,1992,4836.572487,BTN
Bhutan,1993,4635.066895,BTN
Bhutan,1994,4522.505213,BTN
Bhutan,1995,4808.633603,BTN
Bhutan,1996,4824.769757,BTN
Bhutan,1997,4866.060866,BTN
Bhutan,1998,4911.829177,BTN
Bhutan,1999,5273.22324,BTN
Bhutan,2000,5201.418575,BTN
Bhutan,2001,5338.205115,BTN
Bhutan,2002,5776.495703,BTN
Bhutan,2003,5932.836984,BTN
Bhutan,2004,6071.856107,BTN
Bhutan,2005,6325.190026,BTN
Bhutan,2006,6703.507853,BTN
Bhutan,2007,7440.430127,BTN
Bhutan,2008,8314.827626,BTN
Bhutan,2009,6998.765072,BTN
Bhutan,2010,7092.520615,BTN
Bolivia,1980,86013.75709,BOL
Bolivia,1981,89455.1353,BOL
Bolivia,1982,84554.1957,BOL
Bolivia,1983,84075.38987,BOL
Bolivia,1984,73081.26738,BOL
Bolivia,1985,72233.89225,BOL
Bolivia,1986,61399.29804,BOL
Bolivia,1987,62345.50968,BOL
Bolivia,1988,67754.48295,BOL
Bolivia,1989,74635.35962,BOL
Bolivia,1990,78690.39722,BOL
Bolivia,1991,78374.16297,BOL
Bolivia,1992,78722.31788,BOL
Bolivia,1993,86347.9028,BOL
Bolivia,1994,87230.30354,BOL
Bolivia,1995,90095.49027,BOL
Bolivia,1996,90357.83601,BOL
Bolivia,1997,90510.5266,BOL
Bolivia,1998,91620.69615,BOL
Bolivia,1999,95894.92125,BOL
Bolivia,2000,96426.82299,BOL
Bolivia,2001,91834.80876,BOL
Bolivia,2002,95857.70177,BOL
Bolivia,2003,101498.8233,BOL
Bolivia,2004,102721.2565,BOL
Bolivia,2005,107452.9987,BOL
Bolivia,2006,110895.696,BOL
Bolivia,2007,112729.8858,BOL
Bolivia,2008,131699.8624,BOL
Bolivia,2009,144496.2652,BOL
Bolivia,2010,143352.5874,BOL
Bosnia and Herzegovina,1980,0,BIH
Bosnia and Herzegovina,1981,0,BIH
Bosnia and Herzegovina,1982,0,BIH
Bosnia and Herzegovina,1983,0,BIH
Bosnia and Herzegovina,1984,0,BIH
Bosnia and Herzegovina,1985,0,BIH
Bosnia and Herzegovina,1986,0,BIH
Bosnia and Herzegovina,1987,0,BIH
Bosnia and Herzegovina,1988,0,BIH
Bosnia and Herzegovina,1989,0,BIH
Bosnia and Herzegovina,1990,0,BIH
Bosnia and Herzegovina,1991,0,BIH
Bosnia and Herzegovina,1992,24183.08743,BIH
Bosnia and Herzegovina,1993,21240.38535,BIH
Bosnia and Herzegovina,1994,9462.014285,BIH
Bosnia and Herzegovina,1995,9650.15976,BIH
Bosnia and Herzegovina,1996,9405.52357,BIH
Bosnia and Herzegovina,1997,17678.83996,BIH
Bosnia and Herzegovina,1998,21543.73803,BIH
Bosnia and Herzegovina,1999,22544.61935,BIH
Bosnia and Herzegovina,2000,25819.1819,BIH
Bosnia and Herzegovina,2001,28586.85594,BIH
Bosnia and Herzegovina,2002,32098.62806,BIH
Bosnia and Herzegovina,2003,31978.74559,BIH
Bosnia and Herzegovina,2004,33878.52946,BIH
Bosnia and Herzegovina,2005,30999.5748,BIH
Bosnia and Herzegovina,2006,34268.31684,BIH
Bosnia and Herzegovina,2007,33525.39561,BIH
Bosnia and Herzegovina,2008,36983.82488,BIH
Bosnia and Herzegovina,2009,37580.4864,BIH
Bosnia and Herzegovina,2010,36565.40334,BIH
Botswana,1980,21784.84062,BWA
Botswana,1981,22827.16992,BWA
Botswana,1982,26981.50659,BWA
Botswana,1983,31172.15031,BWA
Botswana,1984,34313.809,BWA
Botswana,1985,33828.04728,BWA
Botswana,1986,34399.60351,BWA
Botswana,1987,34163.32226,BWA
Botswana,1988,39382.61776,BWA
Botswana,1989,40747.98792,BWA
Botswana,1990,47486.19184,BWA
Botswana,1991,45769.30155,BWA
Botswana,1992,44731.33446,BWA
Botswana,1993,42851.18848,BWA
Botswana,1994,45131.27704,BWA
Botswana,1995,49027.17687,BWA
Botswana,1996,49619.8391,BWA
Botswana,1997,53626.52089,BWA
Botswana,1998,53800.65544,BWA
Botswana,1999,59619.06564,BWA
Botswana,2000,60775.14022,BWA
Botswana,2001,65228.11245,BWA
Botswana,2002,65233.76497,BWA
Botswana,2003,66960.0418,BWA
Botswana,2004,67992.80845,BWA
Botswana,2005,71778.36316,BWA
Botswana,2006,71521.66989,BWA
Botswana,2007,72694.70897,BWA
Botswana,2008,73401.2488,BWA
Botswana,2009,53443.06937,BWA
Botswana,2010,62870.18028,BWA
Brazil,1980,1337220.165,BRA
Brazil,1981,1316261.043,BRA
Brazil,1982,1344923.256,BRA
Brazil,1983,1390135.715,BRA
Brazil,1984,1429206.956,BRA
Brazil,1985,1529815.942,BRA
Brazil,1986,1613903.963,BRA
Brazil,1987,1691368.775,BRA
Brazil,1988,1698294.158,BRA
Brazil,1989,1732855.024,BRA
Brazil,1990,1752736.145,BRA
Brazil,1991,1778890.49,BRA
Brazil,1992,1795870.54,BRA
Brazil,1993,1766681.267,BRA
Brazil,1994,1884790.742,BRA
Brazil,1995,1970014.353,BRA
Brazil,1996,2013970.632,BRA
Brazil,1997,2092626.077,BRA
Brazil,1998,2142684.389,BRA
Brazil,1999,2151407.146,BRA
Brazil,2000,2184666.454,BRA
Brazil,2001,2211098.61,BRA
Brazil,2002,2286931.201,BRA
Brazil,2003,2396835.431,BRA
Brazil,2004,2460722.629,BRA
Brazil,2005,2502508.087,BRA
Brazil,2006,2636752.676,BRA
Brazil,2007,2818557.721,BRA
Brazil,2008,3058678.781,BRA
Brazil,2009,3095466.379,BRA
Brazil,2010,3300861.907,BRA
Brunei Darussalam,1980,1363.363197,BRN
Brunei Darussalam,1981,790.2926445,BRN
Brunei Darussalam,1982,2195.536165,BRN
Brunei Darussalam,1983,2533.59279,BRN
Brunei Darussalam,1984,1981.39254,BRN
Brunei Darussalam,1985,2369.632509,BRN
